10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,6.3855,6.3855,0.0,0.174605
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024888,8800.968460549411,6.321,6.321,0.0,0.17251
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,6.2565,6.2565,0.0,0.179615
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,6.192,6.192,0.0,0.179892
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024888,8800.968460549411,6.1274999999999995,6.1274999999999995,0.0,0.173134
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,6.063,6.063,0.0,0.180563
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.664469620247345,8800.96846054917,5.998500000000001,5.998500000000001,0.0,0.179804
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024888,8800.968460549411,5.934,5.934,0.0,0.185548
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,5.8695,5.8695,0.0,0.180446
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,5.805000000000001,5.805000000000001,0.0,0.17908
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024888,8800.968460549411,5.7405,5.7405,0.0,0.179587
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,5.676,5.676,0.0,0.178994
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,5.6115,5.6115,0.0,0.183714
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024888,8800.968460549411,5.547,5.547,0.0,0.175947
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,5.4825,5.4825,0.0,0.179653
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,5.418,5.418,0.0,0.177562
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024888,8800.968460549411,5.3534999999999995,5.3534999999999995,0.0,0.182306
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.66446962024811,8800.96846054929,5.289,5.289,0.0,0.178105
10,90,13,8.414805,29.938533,0.976205,4.171422122299999,3.8,55.664469620247345,8800.96846054917,5.224500000000001,5.224500000000001,0.0,0.177734
